store_id,location,page,map
036159,"Taco Bell, Louisville, Kentucky",https://locations.tacobell.com/ky/louisville/3125-poplar-level-rd-.html,"https://www.google.com/maps/dir/?api=1&destination=38.212169490530904,-85.72046972741934"
036161,"Taco Bell, Louisville, Kentucky",https://locations.tacobell.com/ky/louisville/12434-lagrange-rd-.html,"https://www.google.com/maps/dir/?api=1&destination=38.29173233374587,-85.50978899002075"
034683,"Taco Bell, Louisville, Kentucky",https://locations.tacobell.com/ky/louisville/6306-greenwood-road.html,"https://www.google.com/maps/dir/?api=1&destination=38.1443,-85.8692"
034667,"Taco Bell, Louisville, Kentucky",https://locations.tacobell.com/ky/louisville/5414-newcut-rd.html,"https://www.google.com/maps/dir/?api=1&destination=38.1497547205775,-85.7765616629217"
034675,"Taco Bell, Louisville, Kentucky",https://locations.tacobell.com/ky/louisville/3520-bardstown-rd-.html,"https://www.google.com/maps/dir/?api=1&destination=38.201246357461606,-85.6639633029863"
036160,"Taco Bell, Louisville, Kentucky",https://locations.tacobell.com/ky/louisville/1805-blankenbaker-parkway.html,"https://www.google.com/maps/dir/?api=1&destination=38.21621733853933,-85.53822040557861"
034682,"Taco Bell, Louisville, Kentucky",https://locations.tacobell.com/ky/louisville/1801-south-brook-street.html,"https://www.google.com/maps/dir/?api=1&destination=38.221136708478355,-85.75560166507785"
027085,"Taco Bell, Louisville, Kentucky",https://locations.tacobell.com/ky/louisville/one-arena-plaza-307695.html,"https://www.google.com/maps/dir/?api=1&destination=38.2577449228409,-85.75384702736855"
004656,"Taco Bell, Louisville, Kentucky",https://locations.tacobell.com/ky/louisville/1441-gardiner-lane.html,"https://www.google.com/maps/dir/?api=1&destination=38.19806832142885,-85.69570392283359"
037672,"Taco Bell, Louisville, Kentucky",https://locations.tacobell.com/ky/louisville/5868-new-cut-road.html,"https://www.google.com/maps/dir/?api=1&destination=38.12798403099686,-85.77693428592043"
038512,"Taco Bell, Louisville, Kentucky",https://locations.tacobell.com/ky/louisville/4225-cane-run-road.html,"https://www.google.com/maps/dir/?api=1&destination=38.2004551,-85.8353783"
041311,"Taco Bell, Louisville, Kentucky",https://locations.tacobell.com/ky/louisville/2009-brownsboro-rd.html,"https://www.google.com/maps/dir/?api=1&destination=38.25968415453738,-85.70655286466021"
034665,"Taco Bell, Louisville, Kentucky",https://locations.tacobell.com/ky/louisville/4643-dixie-hwy.html,"https://www.google.com/maps/dir/?api=1&destination=38.17574823795854,-85.82097463315222"
018173,"Taco Bell, Louisville, Kentucky",https://locations.tacobell.com/ky/louisville/3950-taylorsville-road.html,"https://www.google.com/maps/dir/?api=1&destination=38.219573236522386,-85.6270176172257"
034674,"Taco Bell, Louisville, Kentucky",https://locations.tacobell.com/ky/louisville/10541-fischer-park-drive.html,"https://www.google.com/maps/dir/?api=1&destination=38.295592096257764,-85.55724515743123"
036164,"Taco Bell, Louisville, Kentucky",https://locations.tacobell.com/ky/louisville/7420-westport-road.html,"https://www.google.com/maps/dir/?api=1&destination=38.270548222716144,-85.61421573724515"
034669,"Taco Bell, Louisville, Kentucky",https://locations.tacobell.com/ky/louisville/11206-preston-hwy.html,"https://www.google.com/maps/dir/?api=1&destination=38.086454816129006,-85.6685771048069"
034661,"Taco Bell, Louisville, Kentucky",https://locations.tacobell.com/ky/louisville/108-e--broadway.html,"https://www.google.com/maps/dir/?api=1&destination=38.245380554984266,-85.75267374515533"
040443,"Taco Bell, Louisville, Kentucky",https://locations.tacobell.com/ky/louisville/6212-shephersdville-road.html,"https://www.google.com/maps/dir/?api=1&destination=38.15837033957613,-85.66038679510493"
034673,"Taco Bell, Louisville, Kentucky",https://locations.tacobell.com/ky/louisville/4304-outer-loop.html,"https://www.google.com/maps/dir/?api=1&destination=38.13788995077618,-85.68164902861871"
034662,"Taco Bell, Louisville, Kentucky",https://locations.tacobell.com/ky/louisville/1069-bardstown-rd.html,"https://www.google.com/maps/dir/?api=1&destination=38.23918502147548,-85.72191148996353"
027086,"Taco Bell, Louisville, Kentucky",https://locations.tacobell.com/ky/louisville/one-arena-plaza-307696.html,"https://www.google.com/maps/dir/?api=1&destination=38.257751321975995,-85.75384671466945"
037677,"Taco Bell, Louisville, Kentucky",https://locations.tacobell.com/ky/louisville/5414-bardstown-road.html,"https://www.google.com/maps/dir/?api=1&destination=38.16611382338842,-85.60164189999999"
034668,"Taco Bell, Louisville, Kentucky",https://locations.tacobell.com/ky/louisville/6800-bardstown-rd-.html,"https://www.google.com/maps/dir/?api=1&destination=38.14718634548853,-85.58655379107222"
036158,"Taco Bell, Louisville, Kentucky",https://locations.tacobell.com/ky/louisville/6501-paramount-park-dr-.html,"https://www.google.com/maps/dir/?api=1&destination=38.15673099468493,-85.71212388580534"
036157,"Taco Bell, Louisville, Kentucky",https://locations.tacobell.com/ky/louisville/2801-w-broadway-ave.html,"https://www.google.com/maps/dir/?api=1&destination=38.24996019154703,-85.79874430598466"
034676,"Taco Bell, Louisville, Kentucky",https://locations.tacobell.com/ky/louisville/10701-dixie-hwy.html,"https://www.google.com/maps/dir/?api=1&destination=38.09870142623303,-85.87158411741257"
034664,"Taco Bell, Louisville, Kentucky",https://locations.tacobell.com/ky/louisville/8602-dixie-hwy.html,"https://www.google.com/maps/dir/?api=1&destination=38.126861439404976,-85.85129917414633"
041401,"Taco Bell, Louisville, Kentucky",https://locations.tacobell.com/ky/louisville/12609-taylorsville-rd.html,"https://www.google.com/maps/dir/?api=1&destination=38.18814579009475,-85.51800871826478"
042410,"Taco Bell, Louisville, Kentucky",https://locations.tacobell.com/ky/louisville/3459-taylor-blvd.html,"https://www.google.com/maps/dir/?api=1&destination=38.19671929207219,-85.78242777036012"
042271,"Taco Bell, Louisville, Kentucky",https://locations.tacobell.com/ky/louisville/6701-beulah-church-rd.html,"https://www.google.com/maps/dir/?api=1&destination=38.119162,-85.614305"
034678,"Taco Bell, Shelbyville, Kentucky",https://locations.tacobell.com/ky/shelbyville/200-mortown-way.html,"https://www.google.com/maps/dir/?api=1&destination=38.19622297455583,-85.26890456564138"
034671,"Taco Bell, Shelbyville, Kentucky",https://locations.tacobell.com/ky/shelbyville/111-boone-station-road.html,"https://www.google.com/maps/dir/?api=1&destination=38.21221664609989,-85.20502916898118"
034679,"Taco Bell, Shepherdsville, Kentucky",https://locations.tacobell.com/ky/shepherdsville/1961-east-blue-lick-road.html,"https://www.google.com/maps/dir/?api=1&destination=38.06144121000836,-85.70189751684666"
034666,"Taco Bell, Shepherdsville, Kentucky",https://locations.tacobell.com/ky/shepherdsville/120-n-joe-b--hall-ave-.html,"https://www.google.com/maps/dir/?api=1&destination=37.990197518948506,-85.70657461881632"
034077,"Taco Bell, Smiths Grove, Kentucky",https://locations.tacobell.com/ky/smiths-grove/605-main-street.html,"https://www.google.com/maps/dir/?api=1&destination=37.04445833700502,-86.21011389122748"
023964,"Taco Bell, South Williamson, Kentucky",https://locations.tacobell.com/ky/south-williamson/29080-us-hwy-119-n.html,"https://www.google.com/maps/dir/?api=1&destination=37.666475104691244,-82.27528637975642"
004473,"Taco Bell, Somerset, Kentucky",https://locations.tacobell.com/ky/somerset/229-s--hwy-27.html,"https://www.google.com/maps/dir/?api=1&destination=37.09083276775439,-84.61773076686484"
041951,"Taco Bell, Somerset, Kentucky",https://locations.tacobell.com/ky/somerset/3013-s--highway-27.html,"https://www.google.com/maps/dir/?api=1&destination=37.051844,-84.626002"
037287,"Taco Bell, Stanford, Kentucky",https://locations.tacobell.com/ky/stanford/378-vincent-drive.html,"https://www.google.com/maps/dir/?api=1&destination=37.53892362724833,-84.64958840641289"
040308,"Taco Bell, Springfield, Kentucky",https://locations.tacobell.com/ky/springfield/977-lincoln-park-road.html,"https://www.google.com/maps/dir/?api=1&destination=37.69784346038849,-85.22184147387745"
041162,"Taco Bell, Taylorsville, Kentucky",https://locations.tacobell.com/ky/taylorsville/135-settlers-center-rd-.html,"https://www.google.com/maps/dir/?api=1&destination=38.04287538500846,-85.341951299226"
035008,"Taco Bell, Tompkinsville, Kentucky",https://locations.tacobell.com/ky/tompkinsville/507-n-main-st-.html,"https://www.google.com/maps/dir/?api=1&destination=36.703443074300715,-85.69074595112293"
029523,"Taco Bell, Versailles, Kentucky",https://locations.tacobell.com/ky/versailles/411-lexington-rd.html,"https://www.google.com/maps/dir/?api=1&destination=38.051992238946006,-84.71941977739334"
038807,"Taco Bell, Whitesburg, Kentucky",https://locations.tacobell.com/ky/whitesburg/16-maple-street.html,"https://www.google.com/maps/dir/?api=1&destination=37.12075501850812,-82.84319463122137"
039124,"Taco Bell, Whitley City, Kentucky",https://locations.tacobell.com/ky/whitley-city/1155-n-hwy-27.html,"https://www.google.com/maps/dir/?api=1&destination=36.738989,-84.472424"
030954,"Taco Bell, Williamsburg, Kentucky",https://locations.tacobell.com/ky/williamsburg/604-hwy-92-w.html,"https://www.google.com/maps/dir/?api=1&destination=36.72223136596141,-84.1705509753743"
030737,"Taco Bell, Walton, Kentucky",https://locations.tacobell.com/ky/walton/211-mary-grubbs-highway.html,"https://www.google.com/maps/dir/?api=1&destination=38.85864004758318,-84.61982712155077"
019405,"Taco Bell, Walton, Kentucky",https://locations.tacobell.com/ky/walton/145-richwood-road.html,"https://www.google.com/maps/dir/?api=1&destination=38.91725950701446,-84.62661964281017"
020919,"Taco Bell, Winchester, Kentucky",https://locations.tacobell.com/ky/winchester/110-april-way.html,"https://www.google.com/maps/dir/?api=1&destination=37.98713905498641,-84.20885182145817"
023902,"Taco Bell, Abbeville, Louisiana",https://locations.tacobell.com/la/abbeville/600-veterans-memorial-dr.html,"https://www.google.com/maps/dir/?api=1&destination=29.98194940931188,-92.1278042103312"
041577,"Taco Bell, Amite, Louisiana",https://locations.tacobell.com/la/amite/1104-west-oak.html,"https://www.google.com/maps/dir/?api=1&destination=30.72693308681457,-90.52593559026718"
031657,"Taco Bell, Baker, Louisiana",https://locations.tacobell.com/la/baker/14610-plank-rd.html,"https://www.google.com/maps/dir/?api=1&destination=30.57820385082868,-91.12675308133475"
017183,"Taco Bell, Alexandria, Louisiana",https://locations.tacobell.com/la/alexandria/626-mac-arthur.html,"https://www.google.com/maps/dir/?api=1&destination=31.29583474962598,-92.4794281227878"
002952,"Taco Bell, Alexandria, Louisiana",https://locations.tacobell.com/la/alexandria/3840-alexandria-mall-dr.html,"https://www.google.com/maps/dir/?api=1&destination=31.27212653424141,-92.46262420715539"
016865,"Taco Bell, Bastrop, Louisiana",https://locations.tacobell.com/la/bastrop/1816-east-madison-street.html,"https://www.google.com/maps/dir/?api=1&destination=32.778684281048506,-91.8921122894316"
041582,"Taco Bell, Belle Chasse, Louisiana",https://locations.tacobell.com/la/belle-chasse/7976-highway-23.html,"https://www.google.com/maps/dir/?api=1&destination=29.860334093161217,-89.99391398859188"
016664,"Taco Bell, Bogalusa, Louisiana",https://locations.tacobell.com/la/bogalusa/205-b-superior-avenue.html,"https://www.google.com/maps/dir/?api=1&destination=30.791278685191404,-89.86143171787262"
017611,"Taco Bell, Boutte, Louisiana",https://locations.tacobell.com/la/boutte/14130-highway-90.html,"https://www.google.com/maps/dir/?api=1&destination=29.892235929312996,-90.40849369152068"
026637,"Taco Bell, Breaux Bridge, Louisiana",https://locations.tacobell.com/la/breaux-bridge/1409-rees-st.html,"https://www.google.com/maps/dir/?api=1&destination=30.28538215093878,-91.90717665245757"
042413,"Taco Bell, Broussard, Louisiana",https://locations.tacobell.com/la/broussard/1106-e-main-st-.html,"https://www.google.com/maps/dir/?api=1&destination=30.142273,-91.947158"
042224,"Taco Bell, Bossier City, Louisiana",https://locations.tacobell.com/la/bossier-city/501-stockwell-road.html,"https://www.google.com/maps/dir/?api=1&destination=32.55044529966735,-93.63105870321306"
042213,"Taco Bell, Bossier City, Louisiana",https://locations.tacobell.com/la/bossier-city/4960-barksdale-blvd.html,"https://www.google.com/maps/dir/?api=1&destination=32.456156607669435,-93.65970251848921"
042208,"Taco Bell, Bossier City, Louisiana",https://locations.tacobell.com/la/bossier-city/4100-industrial-dr.html,"https://www.google.com/maps/dir/?api=1&destination=32.5329963745512,-93.67091275286839"
042216,"Taco Bell, Bossier City, Louisiana",https://locations.tacobell.com/la/bossier-city/2601-viking-drive.html,"https://www.google.com/maps/dir/?api=1&destination=32.55557652046874,-93.70990538387055"
042212,"Taco Bell, Bossier City, Louisiana",https://locations.tacobell.com/la/bossier-city/1990-airline-dr.html,"https://www.google.com/maps/dir/?api=1&destination=32.52812427953121,-93.70109170675278"
042215,"Taco Bell, Bossier City, Louisiana",https://locations.tacobell.com/la/bossier-city/5500-airline-dr.html,"https://www.google.com/maps/dir/?api=1&destination=32.6227905,-93.71352069999999"
032608,"Taco Bell, Carencro, Louisiana",https://locations.tacobell.com/la/carencro/3924-ne-evangeline-trwy.html,"https://www.google.com/maps/dir/?api=1&destination=30.322460828517173,-92.03198716791121"
026656,"Taco Bell, Chalmette, Louisiana",https://locations.tacobell.com/la/chalmette/8317-w--judge-perez.html,"https://www.google.com/maps/dir/?api=1&destination=29.95378304297664,-89.97855976223951"
016313,"Taco Bell, Crowley, Louisiana",https://locations.tacobell.com/la/crowley/2408-north-parkerson-avenue.html,"https://www.google.com/maps/dir/?api=1&destination=30.23372692805851,-92.38402672114717"
041558,"Taco Bell, Covington, Louisiana",https://locations.tacobell.com/la/covington/69368a-highway-21.html,"https://www.google.com/maps/dir/?api=1&destination=30.44372294481631,-90.14212220907211"
041563,"Taco Bell, Covington, Louisiana",https://locations.tacobell.com/la/covington/19290-19th-avenue.html,"https://www.google.com/maps/dir/?api=1&destination=30.44531294187224,-90.08161519469468"
041565,"Taco Bell, Covington, Louisiana",https://locations.tacobell.com/la/covington/1004-ronald-reagan-highway.html,"https://www.google.com/maps/dir/?api=1&destination=30.500131,-90.10903"
030182,"Taco Bell, Deridder, Louisiana",https://locations.tacobell.com/la/deridder/411-n-pine-st.html,"https://www.google.com/maps/dir/?api=1&destination=30.850484495503594,-93.28939371935557"
034620,"Taco Bell, Denham Springs, Louisiana",https://locations.tacobell.com/la/denham-springs/418-florida-blvd.html,"https://www.google.com/maps/dir/?api=1&destination=30.480544512986143,-90.95633894205093"
034637,"Taco Bell, Denham Springs, Louisiana",https://locations.tacobell.com/la/denham-springs/31618-la-highway-16.html,"https://www.google.com/maps/dir/?api=1&destination=30.526714721000545,-90.95572833718506"
036221,"Taco Bell, Denham Springs, Louisiana",https://locations.tacobell.com/la/denham-springs/27750-juban-rd.html,"https://www.google.com/maps/dir/?api=1&destination=30.4684508632638,-90.91770903493989"
034641,"Taco Bell, Baton Rouge, Louisiana",https://locations.tacobell.com/la/baton-rouge/11991-hooper-rd-.html,"https://www.google.com/maps/dir/?api=1&destination=30.547628602126196,-91.05412423610687"
